video_id,duration,transcription
2d2b45bb4f4129749721c7f377a93de6,361.0," 1.0 пользу ряженки. Привет говно! Каждый утро вставать в кровати не помогает мотивация. Или как ее называют молечом?  человека, который больше всех похож на профессионального боксера. Ну вот, видно, что он после ногда он. Выбирает с достойного спарин-партнера и боксируйте около минуты. Ваше мышцы прогреются, да и сопернику в вашем 15 рублей не лишнее. В способ третий – автомобильный. Если вы хотите прогреть мышцы в вашего тела самым быстрым способом, то советую просто перекурить со движей машины. Это быстро, эффективно и не надо согласовать не  Если захотите снять кроссовки, вам понадобится помощь двух, кого ли фицированных сопер. Кстати, этот совет любезно предоставлен российским профсоюзом учитель и обожие. Ну что же, совсем скоро данное повещение прорезли со одной шатаря и я расскажу вам про другие мышцы. Очень часто занимаясь спортом в лесу, в рискуете  как сливаться с углом так, чтобы бесплатно путешествовать в России на товарных поездах. Себя подписка и коммент и не забывай. Блин, забыл."
3ec7c2b092514dc4ebeaa3036fe9857c,383.0," Ага, шнёк, это не надо.  Зай, кологи! Да, вы что, вы что, вы что, вы что, вы что, вы что, вы что, вы что, вы что, вы что, вы что, у торьете, стоите, сосед сундука. Вообще, у меня им есть, я Григорий. А мне как разница, что придумали здесь? И у нас тут катастрофа не мячается. Икологического масштаба. Так, а это сстрофа сундука. Икология! Не отревай!  Глава! Ну вот и все! Больше аналий, сняк убрали, терп фотографии. Ну, хорошие получились. Начальник, а я тут, кто, конечно, на самом деле, не... Да, сходи! Достались оттуда уже, след ли все оттуда говпируль, от башки вообще что-то нет, давай-то, до свидания! Или можешь шарахнуть? Не пашь! Я следую, чай.  в русском российском шоу бизнесе, если вам интересно, то переходите по ссылке в описании, там самый вкусный, самый душевный. Все, честь имею, ею мою. Да, безоль конечно слабий, потому что пошли, что ли, пошли."
3a84cf5e54a272f77470dd066f554edb,392.0," Всем привет! С вами я июнан, и мы с вами находимся на площади перед бурятским драматическим театром в городе Влан УД.  И в первую очередь центр она взяла как тято. То есть мы видим тято с этими яковой и современной. Так можно увидеть и пирог, и мальера. А как музо, она встречает всех гостей, которые поднимает с под нашем браморной лейсис. И в первую очередь видит эту музу.  как символ силы и в то же время возрождений. Подснежник же растет даже под снегом, он даже пробивается, пробивается, даже через снег. Здесь вес за навеса 800 килограммов. Почти тонно. Да, давайте подойдем. Когда мы подходим к нему близко, мы вот эту картину, особенно не видим, он из зала смотрится по другому.  Do you like it? No"
3de3fdfefe2ccf8ee2a55980ac660a32,400.0," Ну что ж, я отменяюсь, берем новый подгончик. Случайному подписку я подарю iPhone 13 Pro. Вот прям случайно. Что для этого нужно сделать? Нужно подписаться на все вот эти каналы, вот в фильмах, на все подписаться. В мое вот эти видео, которые сейчас вы посмотрели, найдете за шифрованные слова. И написать мне его в Instagram под последний постом. Вот это вот будет написать это слово. И уже ты можешь стать обладать себя.  Что ли совсем? Тяпу вернулся! Здравствуйте! Полисос Аймак с 3000 не остает ни единой полинки вашим доме! В дешевле отсюда! Хуяще! Я одна месть тяп тоже бы съебался! Сейчас ты у меня получишь! Хорошо, что в школе я никогда не пойду!  О, здорово! А ты чего без субы? Без какой субы? Я тебя вчера на выезде из города добрал. Ты с когинтлысом при дуркам поспорил. Типа за ночью на рвучный туральный субок. Ну, урод высый. Я этому зедану прифтрирую. Точно сбавшки в грудок пробьет козел. Слушай, пацан, ты меняет.  И ты историей предельном простой. Ребят, лучше спортс только в трезвянке. Ох, здорово, родня. Ну что понравилось наше видео? Тогда обязательно подписывайтесь на этот канал. Мы на рубтубе новички, и мы хотим прям здесь в копатство по поезд в статье дело для вас классный контент. Всем мерз всех обнял. Пау!"
0db9125eb3a43a903066546eff25331f,403.0," Так, значит, всем здорово. Все нереально, крутой праздник. Все у нас день блогера. Я так подготовился, все не даже это. В чисто рубашке. Ого, да вы должны одень с удовольствием, так не наряжайтесь. Оль, ну я знаю, да, день с удовольствием.  и собраться надо. Собирайтесь. Эй, ну а как бы мне? Да не но я тебя ставлю плавилку. А я вам запить. Не надо. Значит, я сегодня.  поснимаем, ты в целку переоденес, пугараемый в расход на поприкол. Ага, убирай, знаю ваш поприкол, сначала в клет, ксять, все, димы поснимаем, потом подпиши, что-то, потом и нахв, послед не виделись. Ну, пока мы сейчас снимли отсточим, у еще три подписчика писался. Очень жаль. Жаль? Слушайте, а что? У меня ж кент есть, который подписчик накручивает. Кзави, вот что ты? Шапу зовут.  Посылок в описании, потому что там самый вкусный и самый душевный выпуск. Все, давайте. Вчасть себе, ее мое. Подписывайтесь. Нет, я моя. Отписывайтесь."
0a7a288165c6051ebd74010be4dc9aa8,414.0," ТРЕВОЖНАЯ МУЗЫКА У нас воде, опять проблема, у нас украли мигалку. О, все, я поймал, мы будем с ним вот так. Заход с катабуем, крутить будет, ты страшно и слышно. Ну так же не зря! Да нет, шучу. Шучу взяли вот это, водял к нам, чтобы у меня в ботинке салф. ЗАДИНЫЕ  Я всех этих спортсменов русскусян тут вот что-то. В этих турниках он пища оставляет и прячет, что вот здесь. Вот на пьются, а я думаю они тут спортсмен. Так же наживо. Уп... Сейчас в парк пойдем. Где вчера вот эти вот сграбляем там около деревья, что-то шурудили, по-любомчень там спрятали. Как вот у меня книжку, сейчас я читаю про это. Прокатаем от русских. Что там посреди? Закладки. Вот там пойдем искать. Пошли.  что мне просто так не могу тебе банку и крышать подарить на тещу краба плюс не раз такого не было просто что еще случилось сейчас будет чаще и песню подгатывается не надо писать уда нормально этот раз отвечаю нормально не раз не был нормально писать не раз не было но что ты папкой своей актез душой игрой корочки песенки у вас доплохой песен  Часть семей её моё. Чинается. Вы забыли, Максим Кстанценович? Жарича просто."
0e99ef446324a7db9272c3335004190f,430.0," Всем здорово! Это самое! Дикой шоу! Женский труд! Шоу где двухсимпатичных девчонок по их собственному желанию Увозят в лес для того, чтобы они показали что  Я прям смотрю, Кайф, уйти, бля! Нет, но если бы нам еще пивка принес? Да не запила. Чего? Тера, градь завтра, после завтра. Не дай бог, ты зой! Если вы чувствуете, что глядя на ваша шлаши, даже бомж бы сказал, уй, я здесь ночевать не буду, то тогда я предлагаю вам воспользоваться подсказкой или помощью. Вам все лишь нужно сказать, мне нужно подсказка или бомж.  Такая стереку у тебя в тёмке? Пока я целых 2 минуту вместо тебя буду делать шалаж. Ты в это время будешь пить шампанская. Так я понимаю. А ещё в это время ты будешь и есть ролы. Вот такое у нас сегодня добрый выпуск. Я не знаю, у нас сегодня 8 марта на хранаме. Мы это делаем, но ладно, держи. Должен пить ещё свой высот хотя пить.  Девушка может работать 30 тысяч рублей, и потом неделю выкладывать соцсети своей завтраке изъявто пошел и авокадо. Тетры! Редактор субтитров А.Синецкая Корректор А.Егорова"
01dcabe37935dbbffd389c22c327f361,433.0," Я взаеду на пристал и стану самый в великим правителем себе короневств. Да-да, это новый сериал по игре пристолов. Давайте сразу к делу. Кто вы такие? Кто будет трахаться или летать на драконах в этом сериале?  Который падал на видеочасче, чем Джекеча. ЖААБАЙДА! Серьезно? Он здесь? Где? Это вы! Какие новости, Джо? Я решил пойти на второй срок. Годности, просто первый, явно давно истек. Даже по упаковке видно. Выветь уже не молодой человек. Не молодой человек? Я уже даже не старый человек! Мне две тысячи лет!  всех с Хэллоуином хочет поздравить Олег Мангол, который наконец-то допился до подходящего состояния. Сирс праздником, Ирешка, наливай! Жел! Расскажите нам о вашем недавнем падении? Какому именно? Страпа, Свелосипеда, скрывать, скрасовок? Давайте провелосипед. Это...  Я тут не при чем, уминает так много дел. Это при собянин из Starbucks, похорошее. Ха-ха, шучу."
3cbdf1a7d2c4600866b2ee7acef454d9,439.0," Привет, моя Ашкина! С вами Тик Токшоу и я Нест Витонова. Сейчас я вам расскажу все новости с самой популярной платформой в мире. Начнем с лучшей рубрики Чо Нового. Дания Милохин Юля Гаврилин и Растались. Об этом рассказал популярный блогер в шоу вопрос ребром.  В последних ищетек, который мне понравился, называется вспомни прошлое. Это даже конкурс, который проводит известный артист Бахти, чтобы выиграть новый смартфон, нужно выложить видео свящую, которая вызывает у тебя теплые воспоминания, начинаем с трендовых подборочек. Эффект, который возвращается в рекомендации чаще, чем локдаун в Россию. Эффект называется Ретроспектива. Суть проста. Нужно успеть запечатлить себя и показать свою фотогеничность. Референ, с которым мне нравится, прилагаю.  играл в Бомбимдон. Я очень любила тоже играть в Бомбимдон и теперь тебя люблю. Что Бомбимдон. Видео Василиса для меня как отдельный вид искусство. Каждое попадает в самое сердце. Я понимаю, что видео про игру в Кальмара уже достали  Такие справки на неделю. Поним? Вы что, опять кинули меня Макарониной? Я. Ладно, выпишу вам справку на неделю. Стивайся мосетей? Нет, что вы Макаронина? На этом маяшки, я с вами напрощаюсь. Мне было весело, надеюсь вам тоже. Не забывайте снимать ваши тек-токи, потому что нам нужен новый материал. С вами была Настя Ветонова. Всем пока!"
1b8c1e0f941d6d58368ca7956f097f14,446.0," Сударь, дорогие друзья, мне зовут Ксения Проторо, и вы на канале такой расклад.  которые находятся от вас далеко, да, и скоро вас едиться с вами и группу говоря в своих отношениях перейдете на новые качественные новую уровень совсем другой и более положительный. Для кого-то это может проиграться как профессиональная сфера и достижения в социальных высот, реализация, амбиций, но очень важно. И в том и в другом случае понимать, что паркану Мак говорит о том,  то есть, которые запомнятся вам своими масштабами. Давайте посмотрим, в какой сфере это будут события. Вы начинаете какое-то новое дело в этим делом буквально в смысле горите. Затем я даже сказала, вы как будто зависит от этого дело. И вкладываете очень много усилий, то, чтобы это все реализовать. Аркан Диавал – это карта зависимости, но в вашем случае, как я вижу, по этому рассказу,  Чай эти прямые эфиры в понедельник, вторник, четверг, в 8 часов вечера на этом же канале. Подписывайтесь, чтобы не пропустить и делитесь с друзьями. С вами была шоу такой расклад и ксения проторон. До новых встреч, друзья!"
3ec26b67015f2dbcb8addddd2e8ffab2,449.0," Всем привет, я Настя Ветонова с вами Тикток-шоу и сейчас я вам расскажу про новости самон популярной платформы в мире. Начнем с лучшей рубрики Чо-Ноу. После того, как Валя Карнавал получила титул первого в России блогера в чьем профиле  Кажется, он даже сам его придумал. Движение простою. Будем делать его по трек джигана. Главное, максимально пафос насуществовать в кадре, а потом как можно выше подпрыгнуть, чтобы получился поворот. Референ студию. Я не могла не поддержать тренд, который  Обожаю дистанционку и все, что может придумать нашим молодежь, лишь бы не учиться. Не благодарите, моя жгина.  А на этом мои яшки на ясвами прощаюсь. Мне было весело, надеюсь вам тоже. Не забывайте снимать ваши тектоки, потому что нам нужен новый материал. С вами была Настя Ветонова. Всем пока!"
